-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2019 through 12/31/2022 
Location: Latitude  -6.9726   Longitude -40.3438 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 551.85 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M,PRECTOTCORR,T2M,QV2M
2019,8,18,5,7.15,112.42,0.0,19.55,12.02
2019,8,18,6,7.97,115.49,0.0,20.08,11.84
2019,8,18,7,9.19,114.73,0.0,22.33,11.05
2019,8,18,8,9.33,111.3,0.0,25.34,10.38
2019,8,18,9,8.57,110.27,0.0,28.08,10.07
2019,8,18,10,7.67,112.2,0.0,30.24,10.01
2019,8,18,11,6.91,115.78,0.0,31.8,9.89
2019,8,18,12,6.27,120.21,0.0,32.9,9.58
2019,8,18,13,5.68,124.59,0.0,33.53,9.16
2019,8,18,14,5.25,127.57,0.0,33.55,8.67
2019,8,18,15,4.99,129.35,0.0,32.98,8.3
2019,8,18,16,4.88,130.06,0.0,31.76,8.06
2019,8,18,17,5.17,132.92,0.0,28.19,8.67
2019,8,18,18,6.24,135.76,0.0,26.19,8.73
2019,8,18,19,7.32,135.91,0.0,26.07,8.73
2019,8,18,20,7.9,133.52,0.0,25.81,8.97
2019,8,18,21,8.2,130.09,0.0,25.16,9.46
2019,8,18,22,8.52,126.12,0.0,24.51,10.07
2019,8,18,23,8.65,123.06,0.0,23.96,10.62
2019,8,19,0,8.69,118.5,0.0,23.31,11.11
2019,8,19,1,7.98,114.23,0.0,22.43,11.47
2019,8,19,2,7.52,109.98,0.0,21.65,11.78
2019,8,19,3,7.13,107.01,0.01,21.04,12.15
2019,8,19,4,6.78,105.24,0.01,20.5,12.45
2019,8,19,5,6.42,104.88,0.01,20.0,12.7
2019,8,19,6,7.23,104.34,0.0,20.78,12.82
2019,8,19,7,8.3,105.55,0.0,23.39,12.27
2019,8,19,8,7.42,111.18,0.0,26.52,11.6
2019,8,19,9,6.05,120.47,0.0,29.3,11.11
2019,8,19,10,4.97,134.24,0.0,31.46,10.62
2019,8,19,11,4.48,149.36,0.0,32.9,10.07
2019,8,19,12,4.38,157.65,0.0,33.9,9.58
2019,8,19,13,4.32,160.58,0.0,34.39,9.22
2019,8,19,14,4.24,160.5,0.0,34.26,8.85
2019,8,19,15,4.09,157.45,0.0,33.56,8.61
2019,8,19,16,3.97,152.73,0.0,32.23,8.48
2019,8,19,17,4.21,148.34,0.0,29.6,9.28
2019,8,19,18,4.95,142.82,0.0,28.02,9.4
2019,8,19,19,5.72,135.17,0.0,27.37,9.16
2019,8,19,20,6.36,126.31,0.0,26.89,9.16
2019,8,19,21,6.86,117.97,0.0,26.38,9.34
2019,8,19,22,7.25,112.15,0.0,25.95,9.64
2019,8,19,23,7.61,108.81,0.0,25.37,10.13
2019,8,20,0,7.68,106.19,0.0,24.66,10.68
2019,8,20,1,7.57,102.89,0.0,23.9,11.11
2019,8,20,2,7.27,98.22,0.0,23.04,11.41
2019,8,20,3,7.05,94.64,0.0,22.17,11.6
2019,8,20,4,6.71,91.93,0.0,21.43,11.72
2019,8,20,5,6.6,89.8,0.0,20.83,11.78
2019,8,20,6,7.39,87.94,0.0,21.55,11.84
2019,8,20,7,8.05,89.56,0.0,24.01,11.54
2019,8,20,8,6.91,97.15,0.0,26.98,11.17
2019,8,20,9,5.69,110.4,0.0,29.87,10.68
2019,8,20,10,4.9,127.42,0.0,32.19,10.19
2019,8,20,11,4.63,142.47,0.0,33.85,9.7
2019,8,20,12,4.66,150.34,0.0,34.8,9.34
2019,8,20,13,4.73,153.65,0.0,35.33,8.97
2019,8,20,14,4.86,155.0,0.0,35.19,8.67
2019,8,20,15,5.06,155.1,0.0,34.4,8.42
2019,8,20,16,5.46,155.2,0.0,33.01,8.18
2019,8,20,17,6.4,156.56,0.0,30.35,8.36
2019,8,20,18,7.73,152.94,0.0,28.87,8.18
2019,8,20,19,8.42,144.94,0.0,27.94,7.87
2019,8,20,20,8.86,137.9,0.0,26.77,7.51
2019,8,20,21,9.07,132.38,0.0,25.56,7.26
2019,8,20,22,9.03,127.79,0.0,24.51,7.45
2019,8,20,23,8.74,123.04,0.0,23.69,8.36
2019,8,21,0,8.41,115.88,0.0,23.09,9.58
2019,8,21,1,7.97,105.7,0.0,22.37,10.38
2019,8,21,2,8.31,99.03,0.0,21.5,10.93
2019,8,21,3,8.02,95.7,0.0,20.54,11.17
2019,8,21,4,7.63,94.29,0.0,19.74,11.35
2019,8,21,5,7.38,94.49,0.0,19.07,11.47
2019,8,21,6,7.99,97.58,0.0,19.7,11.41
2019,8,21,7,8.4,102.56,0.0,22.5,10.8
2019,8,21,8,7.88,107.77,0.0,26.12,9.58
2019,8,21,9,6.98,116.88,0.0,29.85,8.42
2019,8,21,10,5.88,129.55,0.0,32.62,8.0
2019,8,21,11,5.22,143.22,0.0,34.33,7.93
2019,8,21,12,4.96,153.96,0.0,35.29,7.69
2019,8,21,13,4.88,160.93,0.0,35.66,7.51
2019,8,21,14,4.87,163.6,0.0,35.45,7.32
2019,8,21,15,4.89,162.72,0.0,34.63,7.14
2019,8,21,16,5.02,160.18,0.0,33.19,7.02
2019,8,21,17,5.68,158.1,0.0,29.43,7.63
2019,8,21,18,6.83,154.4,0.0,27.08,7.63
2019,8,21,19,7.73,148.82,0.0,26.32,7.57
2019,8,21,20,8.27,142.68,0.0,25.66,7.63
2019,8,21,21,8.53,137.38,0.0,25.02,7.81
2019,8,21,22,8.58,133.78,0.0,24.32,8.06
2019,8,21,23,8.74,132.46,0.0,23.58,8.48
2019,8,22,0,8.9,132.76,0.0,22.85,9.09
2019,8,22,1,8.44,132.03,0.0,21.9,9.77
2019,8,22,2,7.63,126.67,0.0,20.87,10.31
2019,8,22,3,7.16,117.21,0.0,20.04,10.74
2019,8,22,4,6.84,108.87,0.0,19.44,10.99
2019,8,22,5,6.25,103.58,0.0,18.87,11.11
2019,8,22,6,7.06,107.05,0.0,19.77,11.17
2019,8,22,7,8.12,116.32,0.0,22.71,10.93
2019,8,22,8,8.07,125.03,0.0,26.32,10.31
2019,8,22,9,7.5,134.96,0.0,29.94,9.34
2019,8,22,10,6.82,144.27,0.0,32.52,8.54
2019,8,22,11,6.43,151.22,0.0,34.08,8.12
2019,8,22,12,6.14,155.65,0.0,34.94,7.69
2019,8,22,13,5.86,158.98,0.0,35.24,7.32
2019,8,22,14,5.71,160.65,0.0,34.98,7.02
2019,8,22,15,5.66,160.89,0.0,34.18,6.77
2019,8,22,16,5.74,159.79,0.0,32.74,6.59
2019,8,22,17,6.4,158.73,0.0,29.05,6.9
2019,8,22,18,7.82,153.87,0.0,26.77,6.84
2019,8,22,19,8.84,145.66,0.0,26.11,6.71
2019,8,22,20,9.54,138.88,0.0,25.38,6.96
2019,8,22,21,9.54,135.5,0.0,24.58,7.75
2019,8,22,22,9.27,135.27,0.0,23.69,8.97
2019,8,22,23,9.15,136.94,0.0,22.69,10.07
2019,8,23,0,9.09,138.06,0.0,21.55,10.8
2019,8,23,1,8.94,136.91,0.0,20.41,11.29
2019,8,23,2,8.49,133.62,0.0,19.53,11.66
2019,8,23,3,8.43,130.26,0.0,18.94,11.84
2019,8,23,4,8.94,127.33,0.0,18.61,11.84
2019,8,23,5,9.17,123.11,0.0,18.37,11.66
2019,8,23,6,9.71,121.41,0.0,19.08,11.41
2019,8,23,7,9.91,121.1,0.0,21.39,10.74
2019,8,23,8,8.99,120.15,0.0,24.4,9.89
2019,8,23,9,7.75,119.87,0.0,27.55,8.97
2019,8,23,10,6.54,121.53,0.0,30.26,8.36
2019,8,23,11,5.5,125.75,0.0,32.24,8.0
2019,8,23,12,4.79,132.88,0.0,33.46,7.87
2019,8,23,13,4.45,140.55,0.0,33.97,7.75
2019,8,23,14,4.51,144.88,0.0,33.9,7.57
2019,8,23,15,4.78,144.39,0.0,33.2,7.39
2019,8,23,16,5.18,143.1,0.0,31.84,7.26
2019,8,23,17,6.23,146.41,0.0,28.55,7.51
2019,8,23,18,8.07,148.29,0.0,26.56,7.45
2019,8,23,19,9.08,145.56,0.0,25.97,7.32
2019,8,23,20,9.55,141.14,0.0,24.93,7.39
2019,8,23,21,9.35,137.78,0.0,24.0,7.75
2019,8,23,22,8.71,135.76,0.0,23.11,8.54
2019,8,23,23,8.22,134.61,0.0,22.24,9.4
2019,8,24,0,8.11,134.77,0.0,21.45,10.07
2019,8,24,1,8.39,134.09,0.0,20.66,10.62
2019,8,24,2,7.83,131.16,0.0,19.88,11.11
2019,8,24,3,8.35,128.35,0.0,19.21,11.47
2019,8,24,4,7.9,126.24,0.0,18.63,11.72
2019,8,24,5,7.26,123.23,0.0,18.08,11.72
2019,8,24,6,8.2,121.99,0.0,18.92,11.47
2019,8,24,7,9.37,122.19,0.0,21.85,10.44
2019,8,24,8,8.74,120.51,0.0,25.37,9.28
2019,8,24,9,7.18,117.6,0.0,28.75,8.48
2019,8,24,10,5.79,115.77,0.0,31.43,8.12
2019,8,24,11,4.89,116.24,0.0,33.15,7.93
2019,8,24,12,4.46,116.74,0.0,34.24,7.57
2019,8,24,13,4.27,116.99,0.0,34.73,7.26
2019,8,24,14,4.2,117.14,0.0,34.69,7.02
2019,8,24,15,4.19,117.28,0.0,34.04,6.77
2019,8,24,16,4.32,118.51,0.0,32.74,6.65
2019,8,24,17,4.86,123.0,0.0,28.9,7.26
2019,8,24,18,6.05,126.65,0.0,26.51,7.14
2019,8,24,19,7.26,127.57,0.0,25.73,6.96
2019,8,24,20,8.35,128.08,0.0,25.05,6.9
2019,8,24,21,9.29,127.55,0.0,24.76,7.02
2019,8,24,22,9.69,125.38,0.0,24.23,7.51
2019,8,24,23,8.98,122.35,0.0,23.26,8.42
2019,8,25,0,8.63,114.96,0.0,22.09,9.52
2019,8,25,1,8.42,108.0,0.0,21.12,10.31
2019,8,25,2,8.12,104.21,0.0,20.3,10.93
2019,8,25,3,7.67,103.13,0.0,19.59,11.35
2019,8,25,4,7.78,104.25,0.0,19.08,11.6
2019,8,25,5,7.61,104.51,0.0,18.69,11.78
2019,8,25,6,8.64,106.06,0.0,19.6,11.72
2019,8,25,7,10.29,106.81,0.0,22.63,11.23
2019,8,25,8,10.5,105.9,0.0,26.04,10.8
2019,8,25,9,9.7,107.43,0.0,28.78,10.56
2019,8,25,10,8.79,110.88,0.0,30.93,10.31
2019,8,25,11,8.06,115.55,0.0,32.49,9.95
2019,8,25,12,7.54,119.62,0.0,33.42,9.7
2019,8,25,13,7.2,121.6,0.0,33.8,9.46
2019,8,25,14,7.05,121.91,0.0,33.59,9.28
2019,8,25,15,6.98,122.05,0.0,32.77,9.16
2019,8,25,16,7.02,123.14,0.0,31.5,9.09
2019,8,25,17,7.12,126.66,0.0,29.6,9.16
2019,8,25,18,7.68,130.3,0.0,28.37,9.16
2019,8,25,19,8.18,131.36,0.0,27.58,9.16
2019,8,25,20,8.11,130.43,0.0,26.61,9.22
2019,8,25,21,9.06,128.63,0.0,25.74,9.58
2019,8,25,22,9.83,126.63,0.0,24.8,10.31
2019,8,25,23,10.32,124.01,0.0,23.76,11.05
2019,8,26,0,10.54,122.22,0.0,22.69,11.41
2019,8,26,1,10.16,120.49,0.0,21.71,11.6
2019,8,26,2,9.57,118.57,0.0,20.87,11.72
2019,8,26,3,8.98,117.79,0.0,20.18,11.9
2019,8,26,4,8.44,117.8,0.0,19.58,12.08
2019,8,26,5,8.3,117.29,0.0,19.14,12.08
2019,8,26,6,9.28,118.33,0.0,19.88,11.9
2019,8,26,7,10.65,119.54,0.0,22.3,11.29
2019,8,26,8,10.83,120.32,0.0,25.24,10.68
2019,8,26,9,10.27,122.07,0.0,27.98,10.13
2019,8,26,10,9.59,124.54,0.0,30.27,9.64
2019,8,26,11,8.95,126.34,0.0,32.03,9.28
2019,8,26,12,8.33,127.15,0.0,33.21,8.91
2019,8,26,13,7.83,127.21,0.0,33.8,8.67
2019,8,26,14,7.55,126.75,0.0,33.78,8.54
2019,8,26,15,7.48,126.25,0.0,33.08,8.42
2019,8,26,16,7.59,126.34,0.0,31.7,8.36
2019,8,26,17,7.82,130.82,0.0,29.42,8.48
2019,8,26,18,8.57,135.66,0.0,27.98,8.73
2019,8,26,19,9.16,137.0,0.0,27.15,8.97
2019,8,26,20,9.64,137.43,0.0,26.27,9.16
2019,8,26,21,9.7,137.09,0.0,25.26,9.4
2019,8,26,22,10.21,136.43,0.0,24.26,9.64
2019,8,26,23,10.67,135.68,0.0,23.17,10.01
2019,8,27,0,11.15,134.18,0.0,21.92,10.68
2019,8,27,1,11.05,133.34,0.0,20.72,11.23
2019,8,27,2,10.59,132.46,0.0,19.81,11.54
2019,8,27,3,10.34,130.86,0.0,19.2,11.66
2019,8,27,4,10.02,128.76,0.0,18.79,11.66
2019,8,27,5,9.83,126.86,0.0,18.52,11.66
2019,8,27,6,10.33,125.71,0.0,19.38,11.66
2019,8,27,7,11.52,124.92,0.0,22.08,11.35
2019,8,27,8,11.24,123.72,0.0,25.21,10.86
2019,8,27,9,10.27,124.52,0.0,28.08,10.56
2019,8,27,10,9.35,127.64,0.0,30.45,10.44
2019,8,27,11,8.63,131.92,0.0,32.18,10.31
2019,8,27,12,8.16,136.09,0.0,33.24,10.19
2019,8,27,13,7.85,138.84,0.0,33.7,10.07
2019,8,27,14,7.67,139.46,0.0,33.48,9.83
2019,8,27,15,7.67,138.96,0.0,32.69,9.7
2019,8,27,16,7.89,138.29,0.0,31.15,9.7
2019,8,27,17,8.1,139.54,0.0,29.22,9.89
2019,8,27,18,8.36,141.87,0.0,27.86,10.07
2019,8,27,19,8.85,141.81,0.0,26.85,10.31
2019,8,27,20,8.8,140.19,0.0,25.82,10.5
2019,8,27,21,8.88,138.64,0.0,24.74,10.74
2019,8,27,22,9.73,136.14,0.0,23.62,10.99
2019,8,27,23,10.11,133.25,0.0,22.31,11.05
2019,8,28,0,10.13,131.41,0.0,21.08,10.86
2019,8,28,1,9.65,130.37,0.0,20.12,10.68
2019,8,28,2,9.39,129.4,0.0,19.33,10.62
2019,8,28,3,9.3,127.8,0.0,18.66,10.62
2019,8,28,4,9.32,125.17,0.0,18.12,10.68
2019,8,28,5,9.33,122.35,0.0,17.69,10.62
2019,8,28,6,9.98,121.69,0.0,18.44,10.5
2019,8,28,7,10.94,123.22,0.0,21.03,9.83
2019,8,28,8,10.27,124.72,0.0,24.18,9.34
2019,8,28,9,9.0,126.96,0.0,27.23,9.16
2019,8,28,10,7.85,131.16,0.0,29.83,9.16
2019,8,28,11,7.0,136.81,0.0,31.73,9.09
2019,8,28,12,6.39,142.11,0.0,32.98,8.97
2019,8,28,13,6.02,146.23,0.0,33.59,8.73
2019,8,28,14,5.89,148.33,0.0,33.58,8.36
2019,8,28,15,5.93,148.3,0.0,32.9,8.06
2019,8,28,16,6.14,147.16,0.0,31.52,7.81
2019,8,28,17,6.74,147.21,0.0,28.51,7.87
2019,8,28,18,8.0,145.95,0.0,26.35,7.93
2019,8,28,19,8.61,142.44,0.0,25.71,8.0
2019,8,28,20,8.72,139.36,0.0,24.81,8.3
2019,8,28,21,8.73,137.54,0.0,24.05,8.61
2019,8,28,22,8.72,137.65,0.0,23.37,8.91
2019,8,28,23,8.72,138.93,0.0,22.46,9.34
2019,8,29,0,9.17,140.49,0.0,21.35,10.01
2019,8,29,1,9.51,141.54,0.0,20.15,10.62
2019,8,29,2,9.33,141.29,0.0,19.22,11.11
2019,8,29,3,9.24,139.32,0.0,18.55,11.41
2019,8,29,4,9.2,136.72,0.0,18.06,11.47
2019,8,29,5,9.03,134.79,0.0,17.66,11.54
2019,8,29,6,10.46,134.03,0.0,18.58,11.41
2019,8,29,7,11.43,133.7,0.0,21.5,10.74
2019,8,29,8,10.28,132.57,0.0,24.95,9.95
2019,8,29,9,8.63,132.62,0.0,28.07,9.52
2019,8,29,10,7.11,135.31,0.0,30.51,9.28
2019,8,29,11,5.96,140.74,0.0,32.31,9.03
2019,8,29,12,5.21,147.0,0.0,33.52,8.67
2019,8,29,13,4.7,151.82,0.0,34.14,8.18
2019,8,29,14,4.41,154.84,0.0,34.15,7.75
2019,8,29,15,4.37,155.95,0.0,33.53,7.45
2019,8,29,16,4.57,155.58,0.0,32.3,7.32
2019,8,29,17,5.48,156.39,0.0,28.86,7.63
2019,8,29,18,7.09,154.25,0.0,26.54,7.63
2019,8,29,19,8.3,148.68,0.0,25.98,7.57
2019,8,29,20,8.85,142.49,0.0,25.35,7.75
2019,8,29,21,9.16,137.56,0.0,24.56,8.12
2019,8,29,22,9.02,134.47,0.0,23.81,8.67
2019,8,29,23,8.52,132.4,0.0,22.98,9.34
2019,8,30,0,8.03,130.26,0.0,22.05,9.83
2019,8,30,1,7.92,126.5,0.0,21.15,10.25
2019,8,30,2,7.81,120.83,0.0,20.28,10.62
2019,8,30,3,7.83,114.65,0.0,19.56,10.99
2019,8,30,4,8.05,113.01,0.0,19.01,11.23
2019,8,30,5,7.98,113.73,0.0,18.59,11.41
2019,8,30,6,9.08,116.23,0.0,19.42,11.41
2019,8,30,7,10.0,120.15,0.0,22.07,10.93
2019,8,30,8,9.29,122.96,0.0,25.27,10.38
2019,8,30,9,8.1,124.39,0.0,28.38,10.07
2019,8,30,10,6.93,125.97,0.0,30.91,9.89
2019,8,30,11,5.95,128.12,0.0,32.77,9.7
2019,8,30,12,5.27,131.15,0.0,34.05,9.46
2019,8,30,13,4.83,133.56,0.0,34.71,9.22
2019,8,30,14,4.56,134.45,0.0,34.8,8.97
2019,8,30,15,4.49,133.59,0.0,34.23,8.73
2019,8,30,16,4.68,133.24,0.0,33.01,8.61
2019,8,30,17,5.39,137.0,0.0,29.92,8.79
2019,8,30,18,6.81,140.68,0.0,27.65,8.73
2019,8,30,19,7.87,140.8,0.0,27.31,8.42
2019,8,30,20,8.3,139.31,0.0,26.64,8.18
2019,8,30,21,8.47,136.72,0.0,25.54,7.93
2019,8,30,22,8.61,133.75,0.0,24.46,7.75
2019,8,30,23,8.53,131.84,0.0,23.58,7.87
2019,8,31,0,8.45,128.47,0.0,22.74,8.67
2019,8,31,1,8.34,123.85,0.01,21.83,10.07
2019,8,31,2,8.24,118.05,0.01,20.79,11.29
2019,8,31,3,8.59,114.96,0.03,20.04,12.02
2019,8,31,4,8.5,114.14,0.03,19.52,12.39
2019,8,31,5,8.38,114.27,0.03,19.14,12.51
2019,8,31,6,9.09,114.8,0.04,19.87,12.39
2019,8,31,7,9.88,116.02,0.03,22.4,11.78
2019,8,31,8,9.18,117.59,0.03,25.62,11.11
2019,8,31,9,7.96,120.94,0.0,28.78,10.68
2019,8,31,10,6.85,127.03,0.0,31.41,10.25
2019,8,31,11,6.08,134.53,0.0,33.32,9.95
2019,8,31,12,5.58,140.23,0.0,34.62,9.7
2019,8,31,13,5.28,143.42,0.0,35.28,9.34
2019,8,31,14,5.15,145.32,0.0,35.3,9.09
2019,8,31,15,5.16,145.54,0.0,34.63,8.91
2019,8,31,16,5.39,144.56,0.0,33.35,8.79
2019,8,31,17,6.05,144.89,0.0,30.45,8.97
2019,8,31,18,7.28,144.08,0.0,28.88,9.09
2019,8,31,19,7.96,140.66,0.0,28.38,9.03
2019,8,31,20,8.31,136.75,0.0,27.47,9.09
2019,8,31,21,8.66,133.65,0.0,26.59,9.09
2019,8,31,22,8.83,132.02,0.0,25.75,9.03
2019,8,31,23,8.67,131.49,0.0,24.66,9.03
2019,9,1,0,8.72,130.46,0.0,23.44,9.09
2019,9,1,1,8.54,126.37,0.0,22.19,9.34
2019,9,1,2,8.04,118.96,0.0,21.08,9.7
2019,9,1,3,8.11,112.07,0.0,20.22,10.13
2019,9,1,4,7.88,107.36,0.0,19.48,10.56
2019,9,1,5,7.84,105.62,0.0,18.88,10.93
2019,9,1,6,8.76,107.06,0.0,19.6,11.17
2019,9,1,7,9.1,108.98,0.0,22.4,10.93
2019,9,1,8,8.09,109.82,0.0,25.81,10.62
2019,9,1,9,6.52,112.17,0.0,29.12,10.44
2019,9,1,10,4.92,120.03,0.0,31.83,10.31
2019,9,1,11,3.96,131.88,0.0,33.58,10.31
2019,9,1,12,3.59,142.16,0.0,34.64,10.13
2019,9,1,13,3.52,147.68,0.0,35.22,9.89
2019,9,1,14,3.48,149.63,0.0,35.19,9.52
2019,9,1,15,3.39,149.65,0.0,34.53,9.28
2019,9,1,16,3.34,149.66,0.0,33.28,9.09
2019,9,1,17,3.77,153.91,0.0,30.99,9.46
2019,9,1,18,4.87,154.75,0.0,29.4,9.4
2019,9,1,19,5.88,151.19,0.0,28.84,9.03
2019,9,1,20,6.52,146.94,0.0,28.28,8.73
2019,9,1,21,6.79,142.52,0.0,27.65,8.48
2019,9,1,22,6.93,138.06,0.0,26.86,8.36
2019,9,1,23,7.08,133.79,0.0,26.09,8.36
2019,9,2,0,7.31,127.62,0.0,25.37,8.54
2019,9,2,1,7.47,118.95,0.0,24.71,9.16
2019,9,2,2,7.72,108.78,0.0,24.0,9.95
2019,9,2,3,7.9,100.13,0.0,23.34,10.8
2019,9,2,4,7.26,94.44,0.0,22.61,11.35
2019,9,2,5,6.73,93.66,0.0,21.94,11.72
2019,9,2,6,7.82,93.38,0.0,22.81,12.15
2019,9,2,7,8.64,93.99,0.0,25.15,12.57
2019,9,2,8,7.73,97.79,0.0,27.87,12.39
2019,9,2,9,6.45,102.88,0.0,30.55,12.02
2019,9,2,10,5.22,110.11,0.0,32.77,11.66
2019,9,2,11,4.35,119.09,0.0,34.3,11.35
2019,9,2,12,3.94,126.12,0.0,35.37,11.11
2019,9,2,13,3.71,130.3,0.0,36.09,10.74
2019,9,2,14,3.57,134.29,0.0,36.08,10.31
2019,9,2,15,3.62,137.54,0.0,35.39,10.07
2019,9,2,16,3.93,139.51,0.0,34.07,9.89
2019,9,2,17,4.51,141.19,0.0,32.08,10.13
2019,9,2,18,5.42,140.62,0.0,30.63,10.25
2019,9,2,19,6.13,137.17,0.0,30.08,10.13
2019,9,2,20,6.57,131.92,0.0,29.51,10.07
2019,9,2,21,6.94,126.21,0.0,28.88,10.07
2019,9,2,22,7.42,121.83,0.0,28.31,10.13
2019,9,2,23,7.8,117.75,0.0,27.71,10.25
2019,9,3,0,8.05,114.48,0.0,27.08,10.56
2019,9,3,1,8.21,108.12,0.0,26.31,11.11
2019,9,3,2,8.77,100.78,0.0,25.34,11.84
2019,9,3,3,8.27,96.62,0.0,24.37,12.45
2019,9,3,4,7.71,93.9,0.0,23.58,12.82
2019,9,3,5,7.48,92.03,0.0,22.97,13.06
2019,9,3,6,8.42,93.4,0.0,23.62,13.24
2019,9,3,7,9.0,97.38,0.0,25.65,13.12
2019,9,3,8,8.62,100.81,0.0,28.28,12.76
2019,9,3,9,7.94,103.54,0.0,30.9,12.27
2019,9,3,10,7.12,106.11,0.0,33.15,11.78
2019,9,3,11,6.36,109.06,0.0,34.94,11.35
2019,9,3,12,5.79,112.86,0.0,36.18,10.93
2019,9,3,13,5.43,117.12,0.0,36.8,10.56
2019,9,3,14,5.29,119.98,0.0,36.76,10.25
2019,9,3,15,5.31,121.47,0.0,36.05,10.07
2019,9,3,16,5.54,122.79,0.0,34.62,9.95
2019,9,3,17,5.96,125.13,0.0,32.69,10.13
2019,9,3,18,6.68,127.73,0.0,31.36,10.31
2019,9,3,19,7.26,128.18,0.0,30.71,10.38
2019,9,3,20,7.49,128.18,0.0,30.01,10.56
2019,9,3,21,7.84,125.35,0.0,29.23,10.8
2019,9,3,22,9.07,123.29,0.0,28.28,11.17
2019,9,3,23,9.37,119.34,0.0,27.05,11.72
2019,9,4,0,9.27,116.09,0.0,25.74,12.27
2019,9,4,1,8.96,113.15,0.0,24.58,12.88
2019,9,4,2,8.62,109.7,0.0,23.65,13.31
2019,9,4,3,8.27,106.24,0.0,22.96,13.43
2019,9,4,4,7.95,103.52,0.0,22.46,13.43
2019,9,4,5,7.71,101.81,0.0,22.04,13.37
2019,9,4,6,8.66,101.03,0.0,22.8,13.12
2019,9,4,7,9.19,101.77,0.0,25.08,12.57
2019,9,4,8,8.63,104.26,0.0,27.8,12.15
2019,9,4,9,7.74,107.26,0.0,30.51,11.84
2019,9,4,10,6.8,111.35,0.0,32.85,11.54
2019,9,4,11,6.03,116.47,0.0,34.7,11.11
2019,9,4,12,5.51,120.53,0.0,35.98,10.62
2019,9,4,13,5.18,123.62,0.0,36.62,10.19
2019,9,4,14,5.0,126.42,0.0,36.6,9.89
2019,9,4,15,4.95,128.33,0.0,35.85,9.64
2019,9,4,16,5.06,130.55,0.0,34.43,9.52
2019,9,4,17,5.42,133.89,0.0,32.45,9.64
2019,9,4,18,6.19,136.07,0.0,31.06,9.83
2019,9,4,19,6.77,134.63,0.0,30.44,9.83
2019,9,4,20,7.2,131.61,0.0,29.74,9.83
2019,9,4,21,7.65,129.07,0.0,28.93,9.77
2019,9,4,22,8.3,126.82,0.0,27.97,9.58
2019,9,4,23,8.94,124.02,0.0,26.78,9.46
2019,9,5,0,8.98,119.4,0.0,25.24,9.58
2019,9,5,1,8.85,113.92,0.0,23.83,10.13
2019,9,5,2,8.52,108.93,0.0,22.83,10.8
2019,9,5,3,8.16,105.78,0.0,22.08,11.35
2019,9,5,4,7.8,105.33,0.0,21.44,11.72
2019,9,5,5,7.4,106.37,0.0,20.83,12.02
2019,9,5,6,8.05,107.98,0.0,21.46,12.21
2019,9,5,7,8.23,110.22,0.0,24.03,11.96
2019,9,5,8,7.4,114.1,0.0,27.25,11.6
2019,9,5,9,6.26,120.6,0.0,30.37,11.17
2019,9,5,10,5.18,132.19,0.0,32.93,10.86
2019,9,5,11,4.6,148.12,0.0,34.77,10.5
2019,9,5,12,4.57,159.8,0.0,35.94,10.07
2019,9,5,13,4.78,165.12,0.0,36.44,9.7
2019,9,5,14,5.03,166.33,0.0,36.3,9.28
2019,9,5,15,5.31,165.17,0.0,35.54,8.91
2019,9,5,16,5.64,162.84,0.0,34.18,8.67
2019,9,5,17,6.24,160.77,0.0,31.68,8.61
2019,9,5,18,7.52,157.06,0.0,29.6,8.54
2019,9,5,19,8.36,150.13,0.0,28.76,8.3
2019,9,5,20,8.94,143.21,0.0,27.8,8.18
2019,9,5,21,9.43,138.02,0.0,26.9,8.18
2019,9,5,22,9.57,135.17,0.0,26.03,8.42
2019,9,5,23,9.19,133.04,0.0,24.85,8.97
2019,9,6,0,9.2,133.38,0.0,23.58,9.89
2019,9,6,1,9.3,131.08,0.0,22.33,10.86
2019,9,6,2,9.18,126.45,0.0,21.32,11.6
2019,9,6,3,9.32,121.77,0.0,20.64,12.02
2019,9,6,4,8.56,116.64,0.0,20.21,12.27
2019,9,6,5,8.71,115.0,0.0,19.9,12.33
2019,9,6,6,9.39,117.5,0.0,20.73,12.15
2019,9,6,7,9.66,121.84,0.0,23.15,11.41
2019,9,6,8,8.96,125.31,0.0,26.17,10.62
2019,9,6,9,8.06,129.77,0.0,29.22,10.13
2019,9,6,10,7.42,135.55,0.0,31.8,9.77
2019,9,6,11,7.23,140.96,0.0,33.63,9.34
2019,9,6,12,7.39,142.43,0.0,34.79,8.54
2019,9,6,13,7.59,140.89,0.0,35.25,7.69
2019,9,6,14,7.79,138.17,0.0,35.05,7.02
2019,9,6,15,8.1,135.43,0.0,34.16,6.71
2019,9,6,16,8.53,133.52,0.0,32.58,6.71
2019,9,6,17,8.68,133.76,0.0,30.0,7.08
